questions_id,questions,num_respondents,options,Clinton_perc,Trump_perc,Others_Unknown_perc,options_perc,state,url
63,Condition of national economy,2778,Good,78,18,4,38,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
63,Condition of national economy,2778,Poor,29,63,8,60,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
64,Financial situation compared to four years ago:,2778,Better today,67,25,8,34,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
64,Financial situation compared to four years ago:,2778,Worse today,14,81,5,26,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
64,Financial situation compared to four years ago:,2778,About the same,51,41,8,39,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
65,Life for the next generation of Americans will be:,2778,Better than today,59,35,6,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
65,Life for the next generation of Americans will be:,2778,Worse than today,26,66,8,34,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
65,Life for the next generation of Americans will be:,2778,About the same,61,33,6,24,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
66,Did any campaign contact you?,2778,Only Clinton,77,20,3,16,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
66,Did any campaign contact you?,2778,Only Trump,NA,NA,NA,6,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
66,Did any campaign contact you?,2778,Both,56,38,6,15,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
66,Did any campaign contact you?,2778,Neither,41,52,7,61,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
67,Were you contacted by the Clinton campaign?,2778,Yes,67,28,5,31,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
67,Were you contacted by the Clinton campaign?,2778,No,38,55,7,67,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
68,Were you contacted by the Trump campaign?,2778,Yes,43,50,7,20,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
68,Were you contacted by the Trump campaign?,2778,No,48,45,7,78,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
69,Vote for president in a two-way race,2778,Clinton,97,0,3,48,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
69,Vote for president in a two-way race,2778,Trump,1,96,3,47,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
69,Vote for president in a two-way race,2778,Would not vote,NA,NA,NA,5,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
70,Area type,2778,Urban area,50,44,6,71,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
70,Area type,2778,Suburban area,60,33,7,15,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
70,Area type,2778,Rural area,25,67,8,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
71,Region,2778,Washoe County,47,45,8,17,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
71,Region,2778,Clark County,53,41,6,68,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
71,Region,2778,Rest of Nevada,25,66,9,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
1,Gender,2800,Male,40,53,7,48,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
1,Gender,2800,Female,54,41,5,52,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
2,Age,2800,18-29,49,41,10,21,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
2,Age,2800,30-44,47,43,10,21,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
2,Age,2800,45-64,46,51,3,42,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
2,Age,2800,65 and older,49,49,2,16,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
3,Age,2800,18-24,46,44,10,12,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
3,Age,2800,25-29,52,37,11,9,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
3,Age,2800,30-39,50,40,10,13,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
3,Age,2800,40-49,42,51,7,17,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
3,Age,2800,50-64,47,50,3,32,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
3,Age,2800,65 and older,49,49,2,16,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
4,Age,2800,18-44,48,42,10,42,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
4,Age,2800,45 and older,47,50,3,58,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
5,Race,2800,White,46,48,6,92,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
5,Race,2800,Black,NA,NA,NA,1,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
5,Race,2800,Latino,NA,NA,NA,4,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
5,Race,2800,Asian,NA,NA,NA,1,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
5,Race,2800,Other race,NA,NA,NA,2,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
6,Race,2800,White,46,48,6,92,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
6,Race,2800,Non-white,58,33,9,8,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
7,Race and gender,2800,White men,39,54,7,45,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
7,Race and gender,2800,White women,53,42,5,47,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
7,Race and gender,2800,Black men,NA,NA,NA,1,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
7,Race and gender,2800,Black women,NA,NA,NA,1,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
7,Race and gender,2800,Latino men,NA,NA,NA,2,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
7,Race and gender,2800,Latino women,NA,NA,NA,2,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
7,Race and gender,2800,Others,NA,NA,NA,3,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
8,Education,2800,High school or less,37,58,5,13,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
8,Education,2800,Some college,41,53,6,31,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
8,Education,2800,College graduate,47,48,5,32,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
8,Education,2800,Postgraduate,65,29,6,23,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
9,Are you a college graduate?,2800,Yes,54,40,6,56,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
9,Are you a college graduate?,2800,No,39,55,6,44,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
10,Education and race,2800,White college graduates,54,41,5,51,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
10,Education and race,2800,Whites no degree,38,56,6,41,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
10,Education and race,2800,Non-whites college grads,58,32,10,5,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
10,Education and race,2800,Non-whites no degree,NA,NA,NA,3,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
11,Education among whites by sex,2800,White college-grad women,61,35,4,28,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
11,Education among whites by sex,2800,White non-college women,42,53,5,21,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
11,Education among whites by sex,2800,White college-grad men,46,47,7,24,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
11,Education among whites by sex,2800,White non-college men,34,60,6,20,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
11,Education among whites by sex,2800,Non-whites,58,33,9,8,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
12,Income,2800,"Under $30,000",NA,NA,NA,12,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
12,Income,2800,"$30K-$49,999",47,45,8,15,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
12,Income,2800,"$50K-$99,999",50,46,4,34,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
12,Income,2800,"$100K-$199,999",47,48,5,31,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
12,Income,2800,"$200K-$249,999",NA,NA,NA,6,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
12,Income,2800,"$250,000 or more",NA,NA,NA,3,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
13,Income,2800,Under $50K,51,43,6,27,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
13,Income,2800,$50K-$100K,50,46,4,34,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
13,Income,2800,$100K or more,48,47,5,39,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
14,Income,2800,Under $50K,51,43,6,27,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
14,Income,2800,$50K or more,49,47,4,73,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
15,Income,2800,Under $100K,50,44,6,61,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
15,Income,2800,$100K or more,48,47,5,39,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
16,Party ID,2800,Democrats,93,5,2,28,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
16,Party ID,2800,Republicans,7,89,4,28,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
16,Party ID,2800,Independents,45,45,10,44,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
17,Party by gender,2800,Democratic men,94,4,2,11,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
17,Party by gender,2800,Democratic women,93,5,2,17,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
17,Party by gender,2800,Republican men,7,88,5,15,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
17,Party by gender,2800,Republican women,8,89,3,13,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
17,Party by gender,2800,Independent men,39,49,12,22,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
17,Party by gender,2800,Independent women,51,41,8,22,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
18,Ideology,2800,Liberal,87,9,4,27,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
18,Ideology,2800,Moderate,52,41,7,42,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
18,Ideology,2800,Conservative,9,86,5,31,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
19,White born-again or evangelical Christian?,2800,Yes,22,75,3,15,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
19,White born-again or evangelical Christian?,2800,No,50,43,7,85,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
20,Marital status,2800,Married,47,47,6,63,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
20,Marital status,2800,Unmarried,51,42,7,37,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
21,Marital status by gender,2800,Married men,46,48,6,30,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
21,Marital status by gender,2800,Married women,49,46,5,32,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
21,Marital status by gender,2800,Unmarried men,37,54,9,17,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
21,Marital status by gender,2800,Unmarried women,64,32,4,20,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
22,When did you decide presidential vote?,2800,Last few days,39,48,13,15,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
22,When did you decide presidential vote?,2800,Last week,NA,NA,NA,6,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
22,When did you decide presidential vote?,2800,In October,NA,NA,NA,9,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
22,When did you decide presidential vote?,2800,In September,NA,NA,NA,7,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
22,When did you decide presidential vote?,2800,Before September,52,45,3,63,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
23,When did you decide presidential vote?,2800,In the last week,37,52,11,20,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
23,When did you decide presidential vote?,2800,Before that,51,45,4,79,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
24,When did you decide presidential vote?,2800,In the last month,42,50,8,29,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
24,When did you decide presidential vote?,2800,Before that,51,45,4,71,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
25,Opinion of presidential candidate you voted for,2800,Strongly favor ,45,50,5,47,New Hampshire,http://www.cnn.com/election/results/exit-polls/new-hampshire/president
