"office","state","jurisdiction","fipscode","clinton","trump","johnson","stein","other","totalvotes","dem.two.party"
"President","TX","POTTER",4837500000,7657,19630,1028,190,146,28651,0.280609814197237
"President","TX","PRESIDIO",4837700000,1458,652,64,29,5,2208,0.690995260663507
"President","TX","RAINS",4837900000,628,3968,80,15,10,4701,0.136640557006092
"President","TX","RANDALL",4838100000,8367,43462,1872,228,376,54305,0.161434718015011
"President","TX","REAGAN",4838300000,167,709,22,2,4,904,0.190639269406393
"President","TX","REAL",4838500000,262,1382,28,6,3,1681,0.159367396593674
"President","TX","RED RIVER",4838700000,1149,3926,67,8,11,5161,0.2264039408867
"President","TX","REEVES",4838900000,1659,1417,98,10,0,3184,0.539336801040312
"President","TX","REFUGIO",4839100000,1034,1830,71,10,3,2948,0.361033519553073
"President","TX","ROBERTS",4839300000,20,524,6,0,4,554,0.0367647058823529
"President","TX","ROBERTSON",4839500000,2203,4668,125,17,22,7035,0.320622907873672
"President","TX","ROCKWALL",4839700000,9655,28451,1305,207,330,39948,0.253372172361308
"President","TX","RUNNELS",4839900000,453,3250,60,13,6,3782,0.12233324331623
"President","TX","RUSK",4840100000,3935,14675,333,51,0,18994,0.211445459430414
"President","TX","SABINE",4840300000,614,3998,27,9,3,4651,0.133130962705984
"President","TX","SAN AUGUSTINE",4840500000,910,2622,30,6,1,3569,0.257644394110985
"President","TX","SAN JACINTO",4840700000,2038,8059,170,52,24,10343,0.201842131326136
"President","TX","SAN PATRICIO",4840900000,7871,13030,573,113,69,21656,0.376584852399407
"President","TX","SAN SABA",4841100000,293,2025,32,4,3,2357,0.126402070750647
"President","TX","SCHLEICHER",4841300000,208,821,24,3,3,1059,0.202137998056365
"President","TX","SCURRY",4841500000,733,4410,103,22,21,5289,0.142523818782812
"President","TX","SHACKELFORD",4841700000,103,1378,21,0,2,1504,0.0695476029709656
"President","TX","SHELBY",4841900000,1758,7179,123,21,5,9086,0.196710305471635
"President","TX","SHERMAN",4842100000,96,807,27,3,2,935,0.106312292358804
"President","TX","SMITH",4842300000,22300,58930,2076,341,1121,84768,0.274529114859042
"President","TX","SOMERVELL",4842500000,541,3206,107,23,20,3897,0.14438217240459
"President","TX","STARR",4842700000,9289,2224,159,68,0,11740,0.806827065056892
"President","TX","STEPHENS",4842900000,348,3034,65,7,7,3461,0.102897693672383
"President","TX","STERLING",4843100000,70,549,9,5,0,633,0.113085621970921
"President","TX","STONEWALL",4843300000,135,555,10,1,0,701,0.195652173913043
"President","TX","SUTTON",4843500000,313,1075,22,5,1,1416,0.225504322766571
"President","TX","SWISHER",4843700000,462,1671,51,6,14,2204,0.216596343178622
"President","TX","TARRANT",4843900000,288392,345921,23775,5413,5013,668514,0.454652513822041
"President","TX","TAYLOR",4844100000,10085,33250,1763,289,372,45759,0.2327218183916
"President","TX","TERRELL",4844300000,140,288,10,0,0,438,0.327102803738318
"President","TX","TERRY",4844500000,753,2459,112,21,10,3355,0.234433374844334
"President","TX","THROCKMORTON",4844700000,84,715,7,2,0,808,0.105131414267835
"President","TX","TITUS",4844900000,2597,6511,191,44,76,9419,0.285133948177426
"President","TX","TOM GREEN",4845100000,9173,27494,1402,218,192,38479,0.250170452995882
"President","TX","TRAVIS",4845300000,308260,127209,21958,7462,3831,468720,0.707880469103426
"President","TX","TRINITY",4845500000,1154,4737,80,11,3,5985,0.195892038703106
"President","TX","TYLER",4845700000,1248,6624,103,22,19,8016,0.158536585365854
"President","TX","UPSHUR",4845900000,2380,13209,283,59,82,16013,0.152671755725191
"President","TX","UPTON",4846100000,286,1007,49,3,2,1347,0.221191028615623
"President","TX","UVALDE",4846300000,3867,4835,191,54,17,8964,0.444380602160423
"President","TX","VAL VERDE",4846500000,6964,5890,573,131,59,13617,0.541776878792594
"President","TX","VAN ZANDT",4846700000,2799,18473,385,77,156,21890,0.131581421587063
"President","TX","VICTORIA",4846900000,8866,21275,782,156,44,31123,0.294150824458379
"President","TX","WALKER",4847100000,6091,12884,560,161,100,19796,0.321001317523057
"President","TX","WALLER",4847300000,5748,10531,342,104,59,16784,0.353092941826894
"President","TX","WARD",4847500000,783,2547,82,10,23,3445,0.235135135135135
"President","TX","WASHINGTON",4847700000,3382,10945,352,70,79,14828,0.236057792978293
"President","TX","WEBB",4847900000,42307,12947,1033,591,27,56905,0.765682122561263
"President","TX","WHARTON",4848100000,4238,10149,269,51,25,14732,0.294571488149023
"President","TX","WHEELER",4848300000,194,2087,21,4,0,2306,0.0850504164839982
"President","TX","WICHITA",4848500000,8770,27631,1308,256,154,38119,0.240927447048158
"President","TX","WILBARGER",4848700000,809,3166,115,13,2,4105,0.203522012578616
"President","TX","WILLACY",4848900000,3422,1547,95,31,0,5095,0.688669752465285
"President","TX","WILLIAMSON",4849100000,84468,104175,10229,2047,2162,203081,0.4477664159285
"President","TX","WILSON",4849300000,4790,13998,392,82,170,19432,0.254949968064722
"President","TX","WINKLER",4849500000,420,1403,49,1,3,1876,0.230389467910038
"President","TX","WISE",4849700000,3412,20670,505,91,98,24776,0.141682584502948
"President","TX","WOOD",4849900000,2630,15700,280,64,53,18727,0.143480632842335
"President","TX","YOAKUM",4850100000,426,1797,73,3,4,2303,0.191632928475034
"President","TX","YOUNG",4850300000,876,6601,180,19,31,7707,0.117159288484686
"President","TX","ZAPATA",4850500000,2063,1029,34,16,0,3142,0.667205692108668
"President","TX","ZAVALA",4850700000,2636,694,50,16,0,3396,0.791591591591592
"President","UT","Beaver",4900100000,264,1838,36,10,343,2491,0.125594671741199
"President","UT","Box Elder",4900300000,2282,12230,591,76,4556,19735,0.157249173098126
"President","UT","Cache",4900500000,8563,21139,1630,330,14495,46157,0.288297084371423
"President","UT","Carbon",4900700000,1717,5275,191,41,728,7952,0.245566361556064
"President","UT","Daggett",4900900000,77,331,17,0,49,474,0.188725490196078
"President","UT","Davis",4901100000,28776,62219,5390,864,41162,138411,0.316237155887686
"President","UT","Duchesne",4901300000,500,5508,107,18,809,6942,0.0832223701731025
"President","UT","Emery",4901500000,380,3425,71,3,410,4289,0.0998685939553219
"President","UT","Garfield",4901700000,358,1606,61,16,303,2344,0.182281059063136
"President","UT","Grand",4901900000,1960,1975,180,109,309,4533,0.498094027954257
"President","UT","Iron",4902100000,2450,11561,540,102,3001,17654,0.174862607950896
"President","UT","Juab",4902300000,442,2827,72,14,822,4177,0.13520954420312
"President","UT","Kane",4902500000,741,2265,86,31,382,3505,0.246506986027944
"President","UT","Millard",4902700000,431,3860,108,6,837,5242,0.100442787229084
"President","UT","Morgan",4902900000,577,3188,142,11,1274,5192,0.153253652058433
"President","UT","Piute",4903100000,47,626,11,1,44,729,0.0698365527488856
"President","UT","Rich",4903300000,104,797,21,1,186,1109,0.11542730299667
"President","UT","Salt Lake",4903500000,175863,138043,16306,4965,83691,418868,0.560240963855422
"President","UT","San Juan",4903700000,2042,2645,165,47,548,5447,0.435673138468103
"President","UT","Sanpete",4903900000,1061,6673,186,30,2214,10164,0.137186449444013
"President","UT","Sevier",4904100000,695,6740,175,29,1015,8654,0.0934767989240081
"President","UT","Summit",4904300000,10503,7333,756,170,1879,20641,0.588865216416237
"President","UT","Tooele",4904500000,4573,11169,783,182,5122,21829,0.290496760259179
"President","UT","Uintah",4904700000,995,9810,275,43,1674,12797,0.0920869967607589
"President","UT","Utah",4904900000,28522,102182,6437,1030,63380,201551,0.218218264169421
"President","UT","Wasatch",4905100000,3063,6115,409,70,2463,12120,0.333732839398562
"President","UT","Washington",4905300000,10288,42650,1473,290,7262,61963,0.194340549321848
"President","UT","Wayne",4905500000,271,966,18,12,154,1421,0.219078415521423
"President","UT","Weber",4905700000,23131,40235,3371,937,17365,85039,0.36503803301455
"President","VA","ACCOMACK COUNTY",5100100000,6740,8583,264,66,165,15818,0.439861645891797
"President","VA","ALBEMARLE COUNTY",5100300000,33345,19259,2105,450,1567,56726,0.6338871568702
"President","VA","ALEXANDRIA CITY",5.151e+09,57242,13285,2020,592,2623,75762,0.811632424461554
"President","VA","ALLEGHANY COUNTY",5100500000,2166,4874,164,35,86,7325,0.307670454545455
"President","VA","AMELIA COUNTY",5100700000,2128,4708,129,11,64,7040,0.311293153891164
"President","VA","AMHERST COUNTY",5100900000,5057,9719,317,65,238,15396,0.342244179750948
"President","VA","APPOMATTOX COUNTY",5101100000,2023,5715,136,31,92,7997,0.261437063840786
"President","VA","ARLINGTON COUNTY",5101300000,92016,20186,3827,819,4491,121339,0.820092333469992
"President","VA","AUGUSTA COUNTY",5101500000,8177,26163,1099,200,704,36343,0.238118811881188
"President","VA","BATH COUNTY",5101700000,603,1548,56,15,31,2253,0.280334728033473
"President","VA","BEDFORD COUNTY",5101900000,9768,30659,1074,176,848,42525,0.241620699037772
"President","VA","BLAND COUNTY",5102100000,453,2573,61,17,35,3139,0.149702577660278
"President","VA","BOTETOURT COUNTY",5102300000,4494,13375,497,101,272,18739,0.251497005988024
"President","VA","BRISTOL CITY",5.152e+09,1835,4892,136,50,114,7027,0.272781328972796
"President","VA","BRUNSWICK COUNTY",5102500000,4481,3046,72,25,45,7669,0.595323502059253
"President","VA","BUCHANAN COUNTY",5102700000,1721,7296,122,24,84,9247,0.190861705667073
"President","VA","BUCKINGHAM COUNTY",5102900000,3128,3950,102,27,82,7289,0.441932749364227
"President","VA","BUENA VISTA CITY",5.153e+09,693,1430,83,13,188,2407,0.326424870466321
"President","VA","CAMPBELL COUNTY",5103100000,6664,19551,665,102,553,27535,0.254205607476636
"President","VA","CAROLINE COUNTY",5103300000,6432,7147,368,99,202,14248,0.473672582664408
"President","VA","CARROLL COUNTY",5103500000,2559,10663,220,69,144,13655,0.193541067917108
"President","VA","CHARLES CITY COUNTY",5103600000,2496,1476,67,15,53,4107,0.628398791540785
"President","VA","CHARLOTTE COUNTY",5103700000,2155,3479,111,11,51,5807,0.382499112531061
"President","VA","CHARLOTTESVILLE CITY",5.154e+09,17901,2960,785,230,591,22467,0.858108432002301
"President","VA","CHESAPEAKE CITY",5.155e+09,52627,54047,3458,698,1832,112662,0.493344207585729
"President","VA","CHESTERFIELD COUNTY",5104100000,81074,85045,6247,990,3006,176362,0.488047724823771
"President","VA","CLARKE COUNTY",5104300000,3051,4661,261,55,185,8213,0.395617219917012
"President","VA","COLONIAL HEIGHTS CITY",5.157e+09,2367,5681,247,44,118,8457,0.294110337972167
"President","VA","COVINGTON CITY",5.158e+09,914,1349,73,8,38,2382,0.403888643393725
"President","VA","CRAIG COUNTY",5104500000,541,2140,54,20,36,2791,0.201790376725103
"President","VA","CULPEPER COUNTY",5104700000,7759,13349,584,176,350,22218,0.367585749478871
"President","VA","CUMBERLAND COUNTY",5104900000,2036,2697,95,24,54,4906,0.430171138812592
"President","VA","DANVILLE CITY",5.159e+09,11059,7303,315,73,190,18940,0.602276440474894
"President","VA","DICKENSON COUNTY",5105100000,1335,4932,81,14,78,6440,0.213020584011489
"President","VA","DINWIDDIE COUNTY",5105300000,5765,7447,196,46,121,13575,0.43634574629125
"President","VA","EMPORIA CITY",5159500000,1530,789,26,10,11,2366,0.659767141009056
"President","VA","ESSEX COUNTY",5105700000,2542,2657,113,18,42,5372,0.488940180804001
"President","VA","FAIRFAX CITY",5.16e+09,7367,3702,427,107,425,12028,0.665552443761857
"President","VA","FAIRFAX COUNTY",5105900000,355133,157710,15664,4477,18199,551183,0.692478984796517
"President","VA","FALLS CHURCH CITY",5.161e+09,5819,1324,237,70,307,7757,0.814643707125857
"President","VA","FAUQUIER COUNTY",5106100000,12971,22127,1191,267,904,37460,0.369565217391304
"President","VA","FLOYD COUNTY",5106300000,2300,5293,185,107,165,8050,0.302910575530093
"President","VA","FLUVANNA COUNTY",5106500000,5760,7025,425,80,302,13592,0.450527962456003
"President","VA","FRANKLIN CITY",5.162e+09,2519,1421,72,16,33,4061,0.639340101522843
"President","VA","FRANKLIN COUNTY",5106700000,7257,18569,602,115,428,26971,0.280995895609076
"President","VA","FREDERICK COUNTY",5106900000,11932,26083,1280,325,820,40440,0.313876101538866
"President","VA","FREDERICKSBURG CITY",5.163e+09,6707,3744,389,137,280,11257,0.641756769687111
"President","VA","GALAX CITY",5.164e+09,681,1603,45,7,40,2376,0.29816112084063
"President","VA","GILES COUNTY",5107100000,1950,5910,201,39,112,8212,0.248091603053435
"President","VA","GLOUCESTER COUNTY",5107300000,5404,13096,693,134,292,19619,0.292108108108108
"President","VA","GOOCHLAND COUNTY",5107500000,4889,8384,474,54,236,14037,0.368341746402471
"President","VA","GRAYSON COUNTY",5107700000,1407,5592,110,55,121,7285,0.201028718388341
"President","VA","GREENE COUNTY",5107900000,2924,5945,406,66,266,9607,0.329687676175443
"President","VA","GREENSVILLE COUNTY",5108100000,2558,1737,50,6,12,4363,0.59557625145518
"President","VA","HALIFAX COUNTY",5108300000,6897,9704,237,44,112,16994,0.415456900186736
"President","VA","HAMPTON CITY",5.165e+09,41312,17902,1658,474,931,62277,0.697672847637383
"President","VA","HANOVER COUNTY",5108500000,19382,39630,2310,314,1087,62723,0.328441672880092
"President","VA","HARRISONBURG CITY",5.166e+09,10212,6262,810,255,448,17987,0.619885880781838
"President","VA","HENRICO COUNTY",5108700000,93935,59857,5657,1081,3006,163536,0.610792498959634
"President","VA","HENRY COUNTY",5108900000,8198,15208,378,98,209,24091,0.35025207211826
"President","VA","HIGHLAND COUNTY",5109100000,371,958,33,8,21,1391,0.27915726109857
"President","VA","HOPEWELL CITY",5.167e+09,4724,3885,212,58,129,9008,0.548728075270066
"President","VA","ISLE OF WIGHT COUNTY",5109300000,7881,12204,589,81,320,21075,0.392382374906647
"President","VA","JAMES CITY COUNTY",5109500000,19105,21306,1395,281,1082,43169,0.472767315829848
"President","VA","KING & QUEEN COUNTY",5109700000,1468,2099,75,18,30,3690,0.411550322399776
"President","VA","KING GEORGE COUNTY",5109900000,4007,7341,367,83,252,12050,0.353101868170603
"President","VA","KING WILLIAM COUNTY",5110100000,2760,5975,261,44,106,9146,0.315970234688037
"President","VA","LANCASTER COUNTY",5110300000,2869,3523,141,35,77,6645,0.448842302878598
"President","VA","LEE COUNTY",5110500000,1627,7543,106,33,90,9399,0.17742639040349
"President","VA","LEXINGTON CITY",5167800000,1514,766,92,20,73,2465,0.664035087719298
"President","VA","LOUDOUN COUNTY",5110700000,100795,69949,5674,1316,5316,183050,0.590328210654547
"President","VA","LOUISA COUNTY",5110900000,6212,10528,505,124,243,17612,0.371087216248507
"President","VA","LUNENBURG COUNTY",5111100000,2227,3204,88,25,42,5586,0.410053397164426
"President","VA","LYNCHBURG CITY",5.168e+09,14792,17982,1379,208,1296,35657,0.451333374015988
"President","VA","MADISON COUNTY",5111300000,2203,4419,184,43,130,6979,0.332678948958019
"President","VA","MANASSAS CITY",5168300000,8423,5953,488,147,400,15411,0.585907067334446
"President","VA","MANASSAS PARK CITY",5168500000,3204,1733,162,45,88,5232,0.648977111606239
"President","VA","MARTINSVILLE CITY",5.169e+09,3533,2149,114,29,82,5907,0.621788102780711
"President","VA","MATHEWS COUNTY",5111500000,1563,3517,147,31,53,5311,0.307677165354331
"President","VA","MECKLENBURG COUNTY",5111700000,6285,8288,239,30,103,14945,0.431277019144994
"President","VA","MIDDLESEX COUNTY",5111900000,2108,3670,140,33,66,6017,0.364832121841468
"President","VA","MONTGOMERY COUNTY",5112100000,20021,19459,2026,401,1124,43031,0.507117527862209
"President","VA","NELSON COUNTY",5112500000,3689,4154,244,81,143,8311,0.470355731225296
"President","VA","NEW KENT COUNTY",5112700000,3546,8118,348,52,169,12233,0.304012345679012
"President","VA","NEWPORT NEWS CITY",5.17e+09,45618,25468,2531,591,1429,75637,0.641729735812959
"President","VA","NORFOLK CITY",5.171e+09,57023,21552,2717,797,1296,83385,0.725714285714286
"President","VA","NORTHAMPTON COUNTY",5113100000,3255,2686,116,40,71,6168,0.547887561016664
"President","VA","NORTHUMBERLAND COUNTY",5113300000,2852,4302,136,21,86,7397,0.398658093374336
"President","VA","NORTON CITY",5.172e+09,383,1021,24,6,26,1460,0.272792022792023
"President","VA","NOTTOWAY COUNTY",5113500000,2829,3712,116,25,62,6744,0.432502675431891
"President","VA","ORANGE COUNTY",5113700000,5957,10521,399,116,274,17267,0.361512319456245
"President","VA","PAGE COUNTY",5113900000,2514,7831,198,38,159,10740,0.243015949734171
"President","VA","PATRICK COUNTY",5114100000,1768,6454,147,49,107,8525,0.215032838725371
"President","VA","PETERSBURG CITY",5.173e+09,12021,1451,139,67,108,13786,0.89229513064133
"President","VA","PITTSYLVANIA COUNTY",5114300000,9199,21554,442,106,297,31598,0.299125288589731
"President","VA","POQUOSON CITY",5173500000,1601,5092,307,43,134,7177,0.239205139698192
"President","VA","PORTSMOUTH CITY",5.174e+09,28497,12795,1096,323,550,43261,0.690133682069166
